airport_name,calendar_date,arriving_departing_flag,passengers
Stansted,2020-05-19 00:00:00,Arriving,131
Stansted,2020-05-27 00:00:00,Arriving,440
Stansted,2020-06-24 00:00:00,Arriving,704
Stansted,2020-06-23 00:00:00,Departing,1608
Stansted,2020-06-16 00:00:00,Arriving,333
Stansted,2020-05-19 00:00:00,Departing,153
Stansted,2020-06-11 00:00:00,Arriving,262
Stansted,2020-05-14 00:00:00,Arriving,117
Stansted,2020-04-06 00:00:00,Departing,297
Stansted,2020-04-12 00:00:00,Arriving,291
Stansted,2020-04-22 00:00:00,Arriving,179
Stansted,2020-05-01 00:00:00,Departing,218
Stansted,2020-06-15 00:00:00,Departing,904
Stansted,2020-04-04 00:00:00,Arriving,145
Stansted,2020-06-13 00:00:00,Arriving,222
Stansted,2020-12-24 00:00:00,Arriving,1054
Stansted,2020-11-20 00:00:00,Departing,1381
Stansted,2020-10-25 00:00:00,Arriving,6760
Stansted,2020-10-25 00:00:00,Departing,6977
Stansted,2020-12-23 00:00:00,Departing,1159
Stansted,2020-11-08 00:00:00,Departing,3545
Stansted,2020-10-27 00:00:00,Arriving,2752
Stansted,2020-10-30 00:00:00,Arriving,6787
Stansted,2020-10-30 00:00:00,Departing,5718
Stansted,2020-12-12 00:00:00,Departing,2643
Stansted,2020-11-02 00:00:00,Arriving,5311
Stansted,2020-11-04 00:00:00,Arriving,3953
Stansted,2020-10-27 00:00:00,Departing,2593
Stansted,2020-11-10 00:00:00,Arriving,2298
Stansted,2020-12-30 00:00:00,Departing,1509
Stansted,2020-11-09 00:00:00,Arriving,2897
Stansted,2020-11-16 00:00:00,Arriving,2339
Stansted,2020-11-26 00:00:00,Departing,625
Stansted,2020-12-08 00:00:00,Arriving,467
Stansted,2020-12-12 00:00:00,Arriving,1678
Stansted,2020-11-30 00:00:00,Arriving,1208
Stansted,2020-11-16 00:00:00,Departing,1643
Stansted,2020-05-02 00:00:00,Departing,78
Stansted,2020-06-15 00:00:00,Arriving,469
Manchester,2020-04-06 00:00:00,Departing,83
Manchester,2020-05-02 00:00:00,Departing,49
Stansted,2020-04-04 00:00:00,Departing,218
East Midlands,2020-01-25 00:00:00,Departing,2888
East Midlands,2020-01-06 00:00:00,Departing,2364
East Midlands,2020-03-01 00:00:00,Departing,3209
East Midlands,2020-02-06 00:00:00,Arriving,2047
East Midlands,2020-01-18 00:00:00,Arriving,2827
East Midlands,2020-02-08 00:00:00,Arriving,2860
East Midlands,2020-03-23 00:00:00,Arriving,190
East Midlands,2020-03-20 00:00:00,Arriving,1210
East Midlands,2020-02-02 00:00:00,Departing,2595
East Midlands,2020-03-20 00:00:00,Departing,152
East Midlands,2020-01-09 00:00:00,Arriving,2059
East Midlands,2020-03-07 00:00:00,Arriving,3033
East Midlands,2020-03-03 00:00:00,Arriving,2259
East Midlands,2020-03-17 00:00:00,Arriving,1399
East Midlands,2020-02-02 00:00:00,Arriving,2617
East Midlands,2020-03-14 00:00:00,Departing,1122
East Midlands,2020-01-24 00:00:00,Arriving,2584
East Midlands,2020-03-01 00:00:00,Arriving,3151
East Midlands,2020-01-23 00:00:00,Arriving,2148
East Midlands,2020-03-23 00:00:00,Departing,72
Manchester,2020-03-18 00:00:00,Arriving,12534
Manchester,2020-03-25 00:00:00,Arriving,1605
Manchester,2020-03-14 00:00:00,Departing,12895
Manchester,2020-02-14 00:00:00,Departing,29488
Manchester,2020-02-13 00:00:00,Arriving,21000
Manchester,2020-03-26 00:00:00,Departing,890
Manchester,2020-01-04 00:00:00,Arriving,28158
Manchester,2020-02-14 00:00:00,Arriving,25294
Manchester,2020-03-20 00:00:00,Departing,5434
Manchester,2020-01-13 00:00:00,Departing,21755
Manchester,2020-02-23 00:00:00,Departing,24655
Manchester,2020-01-27 00:00:00,Departing,21893
Manchester,2020-02-01 00:00:00,Arriving,22257
Manchester,2020-03-14 00:00:00,Arriving,18413
Manchester,2020-02-05 00:00:00,Arriving,16105
Manchester,2020-03-08 00:00:00,Departing,22454
Manchester,2020-02-19 00:00:00,Departing,20318
Manchester,2020-03-22 00:00:00,Arriving,6474
Manchester,2020-02-01 00:00:00,Departing,23402
Manchester,2020-03-22 00:00:00,Departing,3237
Manchester,2020-03-17 00:00:00,Arriving,14661
Manchester,2020-03-24 00:00:00,Arriving,3640
East Midlands,2020-07-28 00:00:00,Departing,1037
East Midlands,2020-09-01 00:00:00,Departing,1231
East Midlands,2020-09-29 00:00:00,Departing,803
East Midlands,2020-07-28 00:00:00,Arriving,1366
East Midlands,2020-07-31 00:00:00,Arriving,1402
East Midlands,2020-04-17 00:00:00,Departing,0
East Midlands,2020-05-09 00:00:00,Departing,0
East Midlands,2020-06-28 00:00:00,Arriving,37
East Midlands,2020-05-24 00:00:00,Arriving,0
East Midlands,2020-05-26 00:00:00,Arriving,0
East Midlands,2020-07-31 00:00:00,Departing,1705
East Midlands,2020-07-21 00:00:00,Arriving,838
East Midlands,2020-10-02 00:00:00,Departing,1123
East Midlands,2020-10-05 00:00:00,Arriving,1361
East Midlands,2020-10-05 00:00:00,Departing,778
East Midlands,2020-09-17 00:00:00,Arriving,808
East Midlands,2020-10-17 00:00:00,Arriving,1111
East Midlands,2020-10-17 00:00:00,Departing,1416
East Midlands,2020-07-21 00:00:00,Departing,1420
East Midlands,2020-07-24 00:00:00,Departing,2138
East Midlands,2020-10-13 00:00:00,Departing,412
East Midlands,2020-06-17 00:00:00,Departing,0
East Midlands,2020-10-21 00:00:00,Arriving,760
East Midlands,2020-06-09 00:00:00,Arriving,0
East Midlands,2020-08-19 00:00:00,Arriving,1648
East Midlands,2020-05-22 00:00:00,Arriving,0
East Midlands,2020-10-15 00:00:00,Arriving,178
East Midlands,2020-04-30 00:00:00,Departing,0
East Midlands,2020-10-14 00:00:00,Arriving,873
East Midlands,2020-04-29 00:00:00,Departing,0
East Midlands,2020-06-19 00:00:00,Departing,0
East Midlands,2020-04-02 00:00:00,Departing,0
East Midlands,2020-05-17 00:00:00,Arriving,0
East Midlands,2020-05-13 00:00:00,Departing,0
Manchester,2020-07-18 00:00:00,Arriving,3299
Manchester,2020-06-24 00:00:00,Departing,906
Manchester,2020-07-04 00:00:00,Departing,2859
Manchester,2020-07-11 00:00:00,Departing,3568
Manchester,2020-07-16 00:00:00,Departing,5821
Manchester,2020-04-11 00:00:00,Departing,133
Manchester,2020-10-09 00:00:00,Departing,6098
Manchester,2020-09-29 00:00:00,Arriving,7093
Manchester,2020-03-31 00:00:00,Departing,228
Manchester,2020-08-29 00:00:00,Arriving,9481
Manchester,2020-09-28 00:00:00,Departing,7349
Manchester,2020-07-12 00:00:00,Departing,3467
Manchester,2020-07-18 00:00:00,Departing,7088
Manchester,2020-09-11 00:00:00,Departing,9274
Manchester,2020-09-29 00:00:00,Departing,5513
Manchester,2020-09-03 00:00:00,Arriving,7954
Manchester,2020-10-02 00:00:00,Arriving,8637
Manchester,2020-03-30 00:00:00,Departing,359
Manchester,2020-09-03 00:00:00,Departing,6752
Manchester,2020-09-20 00:00:00,Departing,7464
Manchester,2020-10-22 00:00:00,Arriving,3220
Manchester,2020-07-26 00:00:00,Departing,6915
Manchester,2020-08-24 00:00:00,Departing,8711
Manchester,2020-10-15 00:00:00,Arriving,3569
Manchester,2020-10-06 00:00:00,Arriving,5575
Manchester,2020-09-17 00:00:00,Arriving,6594
Manchester,2020-10-25 00:00:00,Arriving,6205
Manchester,2020-10-02 00:00:00,Departing,6942
Manchester,2020-05-17 00:00:00,Departing,100
Manchester,2020-10-22 00:00:00,Departing,2941
Manchester,2020-07-11 00:00:00,Arriving,1843
Manchester,2020-10-03 00:00:00,Arriving,7793
Manchester,2020-06-26 00:00:00,Departing,858
Manchester,2020-08-31 00:00:00,Departing,8798
Manchester,2020-06-17 00:00:00,Departing,413
Manchester,2020-04-14 00:00:00,Departing,57
Manchester,2020-04-16 00:00:00,Departing,65
Manchester,2020-04-07 00:00:00,Departing,80
Manchester,2020-04-09 00:00:00,Departing,117
East Midlands,2020-06-07 00:00:00,Departing,0
East Midlands,2020-08-30 00:00:00,Departing,1623
Manchester,2020-04-02 00:00:00,Departing,46
Manchester,2020-04-08 00:00:00,Departing,145
Manchester,2020-04-24 00:00:00,Departing,57
Manchester,2020-05-14 00:00:00,Departing,58
Manchester,2020-04-12 00:00:00,Departing,88
Manchester,2020-04-17 00:00:00,Arriving,134
East Midlands,2020-05-25 00:00:00,Arriving,0
Manchester,2020-05-18 00:00:00,Arriving,440
Manchester,2020-06-20 00:00:00,Arriving,312
Manchester,2020-05-12 00:00:00,Departing,131
East Midlands,2020-10-04 00:00:00,Arriving,1353
Manchester,2020-06-03 00:00:00,Departing,353
Manchester,2020-06-20 00:00:00,Departing,518
East Midlands,2020-06-15 00:00:00,Arriving,0
Manchester,2020-06-06 00:00:00,Departing,442
East Midlands,2020-12-23 00:00:00,Departing,42
East Midlands,2020-12-08 00:00:00,Departing,120
East Midlands,2020-11-11 00:00:00,Arriving,0
East Midlands,2020-11-18 00:00:00,Arriving,0
East Midlands,2020-11-21 00:00:00,Departing,179
East Midlands,2020-11-25 00:00:00,Arriving,0
East Midlands,2020-11-26 00:00:00,Arriving,27
East Midlands,2020-11-21 00:00:00,Arriving,185
East Midlands,2020-12-12 00:00:00,Departing,528
East Midlands,2020-11-15 00:00:00,Arriving,404
East Midlands,2020-12-10 00:00:00,Departing,161
East Midlands,2020-12-23 00:00:00,Arriving,81
East Midlands,2020-12-24 00:00:00,Arriving,70
East Midlands,2020-12-08 00:00:00,Arriving,9
East Midlands,2020-12-11 00:00:00,Departing,225
East Midlands,2020-12-05 00:00:00,Departing,561
East Midlands,2020-12-24 00:00:00,Departing,44
East Midlands,2020-11-28 00:00:00,Departing,62
East Midlands,2020-12-05 00:00:00,Arriving,307
East Midlands,2020-12-07 00:00:00,Departing,73
East Midlands,2020-11-30 00:00:00,Departing,19
Manchester,2020-12-05 00:00:00,Arriving,2275
Manchester,2020-11-11 00:00:00,Arriving,1851
Manchester,2020-11-23 00:00:00,Arriving,1762
Manchester,2020-12-24 00:00:00,Arriving,2444
Manchester,2020-12-14 00:00:00,Arriving,2753
Manchester,2020-12-31 00:00:00,Departing,1473
Manchester,2020-12-21 00:00:00,Departing,4112
Manchester,2020-12-20 00:00:00,Arriving,5077
Manchester,2020-12-20 00:00:00,Departing,6824
Manchester,2020-11-16 00:00:00,Departing,1497
Manchester,2020-12-24 00:00:00,Departing,1838
Manchester,2020-11-15 00:00:00,Arriving,2395
Manchester,2020-11-28 00:00:00,Arriving,1883
Manchester,2020-11-27 00:00:00,Departing,1816
Manchester,2020-10-29 00:00:00,Departing,2531
Manchester,2020-11-15 00:00:00,Departing,1711
Manchester,2020-10-28 00:00:00,Arriving,4340
Manchester,2020-11-18 00:00:00,Arriving,1026
Manchester,2020-12-08 00:00:00,Arriving,1702
Manchester,2020-12-14 00:00:00,Departing,3388
East Midlands,2020-06-13 00:00:00,Departing,0
Manchester,2020-06-19 00:00:00,Arriving,589
East Midlands,2020-10-04 00:00:00,Departing,1079
Manchester,2020-12-15 00:00:00,Departing,2821
Manchester,2020-12-09 00:00:00,Departing,2383
East Midlands,2021-01-01 00:00:00,Arriving,39
Stansted,2020-01-01 00:00:00,Departing,21507
Stansted,2020-01-04 00:00:00,Arriving,33575
Stansted,2020-01-06 00:00:00,Departing,23532
Stansted,2020-01-06 00:00:00,Arriving,32285
Stansted,2020-01-12 00:00:00,Departing,25644
Stansted,2020-01-26 00:00:00,Departing,28867
Stansted,2020-01-30 00:00:00,Arriving,22723
Stansted,2020-02-03 00:00:00,Departing,24962
Stansted,2020-02-06 00:00:00,Arriving,21958
Stansted,2020-02-10 00:00:00,Departing,27116
Stansted,2020-02-20 00:00:00,Departing,25951
Stansted,2020-02-23 00:00:00,Departing,27773
Stansted,2020-02-28 00:00:00,Arriving,27504
Stansted,2020-03-11 00:00:00,Departing,14318
Stansted,2020-03-11 00:00:00,Arriving,14753
Stansted,2020-03-18 00:00:00,Arriving,6533
Stansted,2020-05-06 00:00:00,Arriving,167
Stansted,2020-05-20 00:00:00,Arriving,357
Stansted,2020-08-07 00:00:00,Arriving,9155
Stansted,2020-08-07 00:00:00,Departing,12886
Stansted,2020-09-18 00:00:00,Departing,10028
Stansted,2020-05-31 00:00:00,Arriving,486
Stansted,2020-07-12 00:00:00,Departing,7221
Stansted,2020-10-04 00:00:00,Departing,7496
Stansted,2020-08-25 00:00:00,Arriving,11133
Stansted,2020-08-23 00:00:00,Departing,11742
Stansted,2020-04-02 00:00:00,Arriving,57
Stansted,2020-07-05 00:00:00,Arriving,3013
Stansted,2020-09-25 00:00:00,Departing,9657
Stansted,2020-08-11 00:00:00,Departing,9247
Stansted,2020-07-28 00:00:00,Departing,6152
Stansted,2020-09-01 00:00:00,Departing,6486
Stansted,2020-07-30 00:00:00,Arriving,5984
Stansted,2020-07-28 00:00:00,Arriving,5476
Stansted,2020-04-12 00:00:00,Departing,78
Stansted,2020-04-15 00:00:00,Departing,116
Stansted,2020-04-08 00:00:00,Arriving,281
Stansted,2020-10-16 00:00:00,Departing,6681
Stansted,2020-09-26 00:00:00,Departing,8622
Stansted,2020-07-31 00:00:00,Departing,8263
Stansted,2020-08-14 00:00:00,Departing,13117
Stansted,2020-09-01 00:00:00,Arriving,9616
Stansted,2020-07-30 00:00:00,Departing,6822
Stansted,2020-10-10 00:00:00,Departing,4752
Stansted,2020-09-25 00:00:00,Arriving,9557
Stansted,2020-10-13 00:00:00,Arriving,3785
Stansted,2020-09-24 00:00:00,Departing,7010
Stansted,2020-10-10 00:00:00,Arriving,5600
Stansted,2020-09-24 00:00:00,Arriving,7180
Stansted,2020-09-22 00:00:00,Departing,5713
Stansted,2020-04-02 00:00:00,Departing,66
Stansted,2020-05-26 00:00:00,Departing,229
Stansted,2020-04-24 00:00:00,Departing,183
Stansted,2020-05-13 00:00:00,Departing,330
Stansted,2020-05-26 00:00:00,Arriving,231
Stansted,2020-05-13 00:00:00,Arriving,242
Manchester,2020-09-21 00:00:00,Departing,7801
Manchester,2020-08-11 00:00:00,Departing,8778
Manchester,2020-03-29 00:00:00,Departing,253
Manchester,2020-10-05 00:00:00,Departing,5366
Manchester,2020-10-10 00:00:00,Arriving,6847
Manchester,2020-09-22 00:00:00,Arriving,7636
Manchester,2020-09-18 00:00:00,Departing,9213
Manchester,2020-09-25 00:00:00,Departing,8927
Manchester,2020-08-23 00:00:00,Departing,8214
Manchester,2020-10-10 00:00:00,Departing,5306
Manchester,2020-08-09 00:00:00,Departing,8910
Manchester,2020-09-27 00:00:00,Arriving,10219
Manchester,2020-07-30 00:00:00,Arriving,5162
Manchester,2020-07-14 00:00:00,Departing,3266
Manchester,2020-09-22 00:00:00,Departing,6047
Manchester,2020-08-17 00:00:00,Arriving,8811
Manchester,2020-10-24 00:00:00,Arriving,5681
Manchester,2020-09-25 00:00:00,Arriving,9715
Manchester,2020-07-05 00:00:00,Arriving,1649
Manchester,2020-09-24 00:00:00,Departing,5656
Manchester,2020-10-14 00:00:00,Arriving,4716
Manchester,2020-07-24 00:00:00,Arriving,5268
Manchester,2020-04-20 00:00:00,Departing,86
Manchester,2020-08-14 00:00:00,Departing,9498
Manchester,2020-06-27 00:00:00,Departing,782
Manchester,2020-07-24 00:00:00,Departing,7747
Manchester,2020-10-23 00:00:00,Departing,6131
Manchester,2020-07-13 00:00:00,Arriving,2746
Manchester,2020-07-01 00:00:00,Departing,2909
Manchester,2020-09-24 00:00:00,Arriving,6045
Manchester,2020-10-13 00:00:00,Arriving,4552
East Midlands,2020-09-19 00:00:00,Arriving,1427
East Midlands,2020-05-02 00:00:00,Arriving,0
Manchester,2020-06-18 00:00:00,Departing,271
Manchester,2020-04-15 00:00:00,Departing,128
Manchester,2020-10-19 00:00:00,Arriving,4390
Manchester,2020-07-28 00:00:00,Departing,5016
Manchester,2020-04-13 00:00:00,Arriving,99
Manchester,2020-04-21 00:00:00,Arriving,701
Manchester,2020-06-06 00:00:00,Arriving,648
Manchester,2020-05-21 00:00:00,Departing,79
Manchester,2020-06-18 00:00:00,Arriving,385
Manchester,2020-04-18 00:00:00,Arriving,392
Manchester,2020-04-08 00:00:00,Arriving,750
Manchester,2020-04-28 00:00:00,Departing,789
Manchester,2020-04-15 00:00:00,Arriving,163
East Midlands,2020-04-18 00:00:00,Arriving,0
Manchester,2020-05-12 00:00:00,Arriving,92
Manchester,2020-04-29 00:00:00,Arriving,476
Manchester,2020-05-06 00:00:00,Arriving,691
Manchester,2020-05-06 00:00:00,Departing,96
Manchester,2020-05-07 00:00:00,Departing,76
Manchester,2020-06-03 00:00:00,Arriving,291
East Midlands,2020-11-17 00:00:00,Departing,133
East Midlands,2020-11-27 00:00:00,Arriving,23
East Midlands,2020-12-15 00:00:00,Arriving,183
East Midlands,2020-11-03 00:00:00,Arriving,472
East Midlands,2020-11-02 00:00:00,Departing,399
East Midlands,2020-11-02 00:00:00,Arriving,768
East Midlands,2020-12-13 00:00:00,Arriving,207
East Midlands,2020-11-16 00:00:00,Arriving,288
East Midlands,2020-10-27 00:00:00,Departing,265
East Midlands,2020-12-11 00:00:00,Arriving,228
East Midlands,2020-12-09 00:00:00,Arriving,50
East Midlands,2020-11-30 00:00:00,Arriving,80
East Midlands,2020-11-27 00:00:00,Departing,26
East Midlands,2020-12-12 00:00:00,Arriving,289
East Midlands,2020-11-03 00:00:00,Departing,493
East Midlands,2020-11-28 00:00:00,Arriving,256
East Midlands,2020-12-22 00:00:00,Departing,73
Manchester,2020-12-02 00:00:00,Departing,1667
Manchester,2020-12-27 00:00:00,Departing,2445
Manchester,2020-10-29 00:00:00,Arriving,2543
Manchester,2020-12-27 00:00:00,Arriving,4169
Manchester,2020-11-06 00:00:00,Departing,2165
Manchester,2020-11-03 00:00:00,Departing,3464
Manchester,2020-12-31 00:00:00,Arriving,2330
Manchester,2020-10-26 00:00:00,Departing,3966
Manchester,2020-11-29 00:00:00,Departing,1915
Manchester,2020-12-02 00:00:00,Arriving,1745
Manchester,2020-12-09 00:00:00,Arriving,1556
Manchester,2020-12-15 00:00:00,Arriving,2472
East Midlands,2020-11-08 00:00:00,Departing,219
Manchester,2020-11-27 00:00:00,Arriving,2509
Manchester,2020-12-21 00:00:00,Arriving,3610
East Midlands,2020-12-07 00:00:00,Arriving,48
East Midlands,2020-11-16 00:00:00,Departing,148
Stansted,2020-01-01 00:00:00,Arriving,25078
Stansted,2020-01-03 00:00:00,Departing,29005
Stansted,2020-01-05 00:00:00,Arriving,35204
Stansted,2020-01-05 00:00:00,Departing,28196
Stansted,2020-01-11 00:00:00,Arriving,27036
Stansted,2020-01-11 00:00:00,Departing,21905
Stansted,2020-01-12 00:00:00,Arriving,29148
Stansted,2020-01-16 00:00:00,Departing,21660
Stansted,2020-01-16 00:00:00,Arriving,23097
Stansted,2020-01-18 00:00:00,Departing,24877
Stansted,2020-01-24 00:00:00,Arriving,28472
Stansted,2020-01-24 00:00:00,Departing,28773
Stansted,2020-01-26 00:00:00,Arriving,29418
Stansted,2020-01-29 00:00:00,Departing,14954
Stansted,2020-02-08 00:00:00,Departing,27175
Stansted,2020-02-08 00:00:00,Arriving,25656
Stansted,2020-02-10 00:00:00,Arriving,27754
Stansted,2020-02-25 00:00:00,Departing,18713
Stansted,2020-03-01 00:00:00,Arriving,27576
Stansted,2020-03-09 00:00:00,Arriving,23740
Stansted,2020-03-17 00:00:00,Departing,5738
Stansted,2020-06-05 00:00:00,Arriving,857
Stansted,2020-04-10 00:00:00,Departing,105
Stansted,2020-08-12 00:00:00,Departing,10846
Stansted,2020-10-20 00:00:00,Departing,2253
Stansted,2020-10-16 00:00:00,Arriving,6827
Stansted,2020-08-21 00:00:00,Departing,11949
Stansted,2020-10-15 00:00:00,Departing,3747
Stansted,2020-08-12 00:00:00,Arriving,9946
Stansted,2020-10-15 00:00:00,Arriving,3614
Stansted,2020-09-15 00:00:00,Departing,6364
Stansted,2020-09-15 00:00:00,Arriving,7448
Stansted,2020-05-22 00:00:00,Arriving,299
Stansted,2020-05-20 00:00:00,Departing,465
Stansted,2020-06-03 00:00:00,Arriving,607
Stansted,2020-04-15 00:00:00,Arriving,110
Stansted,2020-05-18 00:00:00,Departing,409
Stansted,2020-04-13 00:00:00,Arriving,57
Stansted,2020-04-13 00:00:00,Departing,93
Stansted,2020-05-18 00:00:00,Arriving,306
Stansted,2020-06-14 00:00:00,Departing,1059
Stansted,2020-06-20 00:00:00,Departing,546
Stansted,2020-06-06 00:00:00,Departing,371
Stansted,2020-10-29 00:00:00,Departing,2581
Stansted,2020-12-17 00:00:00,Arriving,3500
Stansted,2020-10-26 00:00:00,Departing,4623
Stansted,2020-11-05 00:00:00,Arriving,2288
Stansted,2020-12-14 00:00:00,Departing,4054
Stansted,2020-12-04 00:00:00,Arriving,2309
Stansted,2020-12-31 00:00:00,Departing,1119
Stansted,2020-12-05 00:00:00,Arriving,1290
Stansted,2020-11-18 00:00:00,Arriving,444
Stansted,2020-12-14 00:00:00,Arriving,2515
Stansted,2020-11-29 00:00:00,Departing,1519
Stansted,2020-06-20 00:00:00,Arriving,231
Manchester,2020-04-13 00:00:00,Departing,83
Stansted,2020-09-22 00:00:00,Arriving,7152
Stansted,2020-05-11 00:00:00,Arriving,310
Stansted,2020-05-12 00:00:00,Departing,142
Stansted,2020-10-14 00:00:00,Departing,3381
Stansted,2020-09-21 00:00:00,Departing,7459
Stansted,2020-07-10 00:00:00,Departing,7022
Stansted,2020-10-05 00:00:00,Departing,5220
Stansted,2020-08-24 00:00:00,Arriving,12644
Stansted,2020-07-01 00:00:00,Departing,5772
Stansted,2020-07-31 00:00:00,Arriving,6400
Stansted,2020-08-23 00:00:00,Arriving,16286
Stansted,2020-07-24 00:00:00,Departing,9523
Stansted,2020-07-12 00:00:00,Arriving,5296
Stansted,2020-08-10 00:00:00,Departing,11000
Stansted,2020-06-27 00:00:00,Departing,1487
Stansted,2020-08-14 00:00:00,Arriving,12219
Stansted,2020-07-16 00:00:00,Arriving,4152
Stansted,2020-09-17 00:00:00,Departing,7337
Stansted,2020-05-15 00:00:00,Departing,466
Stansted,2020-06-18 00:00:00,Departing,681
Stansted,2020-04-09 00:00:00,Departing,46
Stansted,2020-05-07 00:00:00,Arriving,155
Stansted,2020-06-09 00:00:00,Departing,760
Stansted,2020-04-20 00:00:00,Departing,152
Stansted,2020-05-21 00:00:00,Arriving,137
Stansted,2020-05-11 00:00:00,Departing,434
Stansted,2020-05-21 00:00:00,Departing,152
Stansted,2020-06-09 00:00:00,Arriving,401
Stansted,2020-05-10 00:00:00,Arriving,211
Stansted,2020-04-24 00:00:00,Arriving,243
Stansted,2020-04-18 00:00:00,Departing,72
Stansted,2020-05-07 00:00:00,Departing,177
Stansted,2020-06-18 00:00:00,Arriving,375
Stansted,2020-11-27 00:00:00,Arriving,1526
Stansted,2020-12-21 00:00:00,Departing,4090
Stansted,2020-10-29 00:00:00,Arriving,3026
Stansted,2020-10-28 00:00:00,Arriving,3061
Stansted,2020-10-26 00:00:00,Arriving,4360
Stansted,2020-12-02 00:00:00,Arriving,2117
Stansted,2020-11-29 00:00:00,Arriving,1712
Stansted,2020-12-15 00:00:00,Departing,2615
Stansted,2020-11-27 00:00:00,Departing,1448
Stansted,2020-12-28 00:00:00,Departing,1849
Stansted,2020-12-02 00:00:00,Departing,2355
Stansted,2020-12-29 00:00:00,Arriving,2516
Stansted,2020-12-29 00:00:00,Departing,1619
Stansted,2020-12-15 00:00:00,Arriving,1457
Manchester,2020-05-31 00:00:00,Arriving,237
Stansted,2020-05-03 00:00:00,Departing,220
Stansted,2020-07-20 00:00:00,Departing,7800
Stansted,2020-09-18 00:00:00,Arriving,10045
Stansted,2020-10-12 00:00:00,Departing,4986
Stansted,2020-08-19 00:00:00,Arriving,11385
Stansted,2020-06-12 00:00:00,Departing,836
Stansted,2020-06-23 00:00:00,Arriving,738
Stansted,2020-04-30 00:00:00,Departing,336
Stansted,2020-06-30 00:00:00,Arriving,775
Stansted,2020-06-29 00:00:00,Departing,1441
Stansted,2020-05-29 00:00:00,Arriving,497
Stansted,2020-05-01 00:00:00,Arriving,254
Stansted,2020-04-05 00:00:00,Departing,381
Stansted,2020-05-05 00:00:00,Arriving,59
Stansted,2020-05-30 00:00:00,Departing,274
Stansted,2020-04-23 00:00:00,Departing,211
Stansted,2020-04-28 00:00:00,Departing,77
Stansted,2020-06-06 00:00:00,Arriving,329
Stansted,2020-06-28 00:00:00,Departing,1967
Stansted,2020-11-03 00:00:00,Departing,3994
Stansted,2020-11-07 00:00:00,Departing,2678
Stansted,2020-12-19 00:00:00,Departing,9272
Stansted,2020-12-19 00:00:00,Arriving,4500
Stansted,2020-11-03 00:00:00,Arriving,3325
Stansted,2020-11-17 00:00:00,Departing,1383
Stansted,2020-12-22 00:00:00,Departing,1893
Stansted,2020-11-17 00:00:00,Arriving,1775
Stansted,2020-11-15 00:00:00,Departing,2105
Stansted,2020-11-20 00:00:00,Arriving,1552
Stansted,2020-11-21 00:00:00,Departing,1168
Stansted,2020-12-05 00:00:00,Departing,1695
Stansted,2020-12-16 00:00:00,Departing,2179
Stansted,2020-11-11 00:00:00,Arriving,1371
Stansted,2020-11-11 00:00:00,Departing,1326
Stansted,2020-12-08 00:00:00,Departing,543
Manchester,2020-10-16 00:00:00,Departing,6503
Manchester,2020-08-27 00:00:00,Departing,7331
Manchester,2020-08-11 00:00:00,Arriving,6765
Manchester,2020-08-15 00:00:00,Arriving,8273
Manchester,2020-08-01 00:00:00,Departing,9322
Manchester,2020-07-17 00:00:00,Departing,6832
Manchester,2020-08-10 00:00:00,Arriving,8185
Manchester,2020-09-12 00:00:00,Arriving,9061
Manchester,2020-08-27 00:00:00,Arriving,7380
Manchester,2020-09-18 00:00:00,Arriving,9829
Manchester,2020-07-25 00:00:00,Arriving,5126
Manchester,2020-07-14 00:00:00,Arriving,1841
Manchester,2020-05-30 00:00:00,Arriving,385
Manchester,2020-06-22 00:00:00,Arriving,598
Manchester,2020-06-29 00:00:00,Arriving,775
Manchester,2020-06-01 00:00:00,Departing,386
Manchester,2020-10-13 00:00:00,Departing,3601
Manchester,2020-06-30 00:00:00,Departing,1013
Manchester,2020-07-31 00:00:00,Departing,6439
Manchester,2020-09-01 00:00:00,Arriving,8981
Manchester,2020-08-01 00:00:00,Arriving,6780
Manchester,2020-07-17 00:00:00,Arriving,3814
Manchester,2020-06-12 00:00:00,Arriving,296
Manchester,2020-06-28 00:00:00,Arriving,674
Manchester,2020-04-05 00:00:00,Arriving,465
Manchester,2020-04-30 00:00:00,Arriving,824
East Midlands,2020-09-21 00:00:00,Arriving,1709
East Midlands,2020-04-11 00:00:00,Departing,0
Manchester,2020-05-22 00:00:00,Departing,390
Manchester,2020-05-20 00:00:00,Arriving,158
Manchester,2020-05-27 00:00:00,Arriving,195
Manchester,2020-04-23 00:00:00,Arriving,548
Manchester,2020-05-20 00:00:00,Departing,179
Manchester,2020-05-01 00:00:00,Departing,104
Manchester,2020-05-31 00:00:00,Departing,198
Manchester,2020-06-23 00:00:00,Arriving,500
Manchester,2020-05-13 00:00:00,Departing,127
Manchester,2020-06-04 00:00:00,Arriving,221
Manchester,2020-05-19 00:00:00,Arriving,130
East Midlands,2020-06-01 00:00:00,Arriving,23
Manchester,2020-06-04 00:00:00,Departing,290
East Midlands,2020-12-18 00:00:00,Arriving,549
East Midlands,2020-11-07 00:00:00,Arriving,530
East Midlands,2020-10-30 00:00:00,Arriving,670
East Midlands,2020-12-22 00:00:00,Arriving,242
East Midlands,2020-11-14 00:00:00,Departing,90
East Midlands,2020-11-07 00:00:00,Departing,209
East Midlands,2020-11-22 00:00:00,Arriving,51
East Midlands,2020-11-14 00:00:00,Arriving,170
